NAME	TITLE	SCORE	
POLR3D	RNA polymerase III subunit D [Source:HGNC Symbol;Acc:HGNC:1080]	-6.5387717E-6	
CDK4	cyclin dependent kinase 4 [Source:HGNC Symbol;Acc:HGNC:1773]	-6.541219E-6	
BLOC1S1	biogenesis of lysosomal organelles complex 1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:4200]	-6.5431477E-6	
SF3A1	splicing factor 3a subunit 1 [Source:HGNC Symbol;Acc:HGNC:10765]	-6.543536E-6	
LAYN	layilin [Source:HGNC Symbol;Acc:HGNC:29471]	-6.556441E-6	
RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator [Source:HGNC Symbol;Acc:HGNC:10446]	-6.5640797E-6	
DEDD	death effector domain containing [Source:HGNC Symbol;Acc:HGNC:2755]	-6.5647337E-6	
C1orf122	chromosome 1 open reading frame 122 [Source:HGNC Symbol;Acc:HGNC:24789]	-6.565381E-6	
LOXL4	lysyl oxidase like 4 [Source:HGNC Symbol;Acc:HGNC:17171]	-6.5692525E-6	
FIZ1	FLT3 interacting zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:25917]	-6.5697513E-6	
ATP2B1	ATPase plasma membrane Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:814]	-6.5748154E-6	
FKBP1A	FKBP prolyl isomerase 1A [Source:HGNC Symbol;Acc:HGNC:3711]	-6.581181E-6	
GAB1	GRB2 associated binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4066]	-6.581575E-6	
RPL35P5	ribosomal protein L35 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:36955]	-6.5862587E-6	
ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]	-6.590333E-6	
MARVELD1	MARVEL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28674]	-6.5962995E-6	
XPC	XPC complex subunit, DNA damage recognition and repair factor [Source:HGNC Symbol;Acc:HGNC:12816]	-6.602447E-6	
SCYL1	SCY1 like pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:14372]	-6.603191E-6	
KRT8	keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]	-6.6052175E-6	
RTL10	retrotransposon Gag like 10 [Source:HGNC Symbol;Acc:HGNC:26112]	-6.6069356E-6	
EIF4HP1	eukaryotic translation initiation factor 4H pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49035]	-6.607384E-6	
PRRG2	proline rich and Gla domain 2 [Source:HGNC Symbol;Acc:HGNC:9470]	-6.6129464E-6	
TMEM64	transmembrane protein 64 [Source:HGNC Symbol;Acc:HGNC:25441]	-6.615385E-6	
ABTB2	ankyrin repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23842]	-6.619692E-6	
CD63	CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]	-6.6204675E-6	
B9D2	B9 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28636]	-6.623843E-6	
ATG3	autophagy related 3 [Source:HGNC Symbol;Acc:HGNC:20962]	-6.6295142E-6	
HDAC5	histone deacetylase 5 [Source:HGNC Symbol;Acc:HGNC:14068]	-6.6318275E-6	
BYSL	bystin like [Source:HGNC Symbol;Acc:HGNC:1157]	-6.6337007E-6	
CUBN	cubilin [Source:HGNC Symbol;Acc:HGNC:2548]	-6.6367684E-6	
TRMU	tRNA mitochondrial 2-thiouridylase [Source:HGNC Symbol;Acc:HGNC:25481]	-6.64252E-6	
MLF1	myeloid leukemia factor 1 [Source:HGNC Symbol;Acc:HGNC:7125]	-6.6437688E-6	
SLC35F2	solute carrier family 35 member F2 [Source:HGNC Symbol;Acc:HGNC:23615]	-6.646251E-6	
YES1	YES proto-oncogene 1, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12841]	-6.6473553E-6	
B4GALT5	beta-1,4-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:928]	-6.6516664E-6	
BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984]	-6.651944E-6	
CCM2	CCM2 scaffold protein [Source:HGNC Symbol;Acc:HGNC:21708]	-6.6575017E-6	
RPL10A	ribosomal protein L10a [Source:HGNC Symbol;Acc:HGNC:10299]	-6.659168E-6	
CDC42SE2	CDC42 small effector 2 [Source:HGNC Symbol;Acc:HGNC:18547]	-6.6612256E-6	
SLC35G1	solute carrier family 35 member G1 [Source:HGNC Symbol;Acc:HGNC:26607]	-6.6632465E-6	
LDHA	lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535]	-6.6645744E-6	
PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha [Source:HGNC Symbol;Acc:HGNC:9307]	-6.6673224E-6	
CASP9	caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]	-6.6696985E-6	
INTS1	integrator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24555]	-6.671823E-6	
PSIP1	PC4 and SRSF1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]	-6.6731395E-6	
PPARD	peroxisome proliferator activated receptor delta [Source:HGNC Symbol;Acc:HGNC:9235]	-6.673681E-6	
ARHGEF25	Rho guanine nucleotide exchange factor 25 [Source:HGNC Symbol;Acc:HGNC:30275]	-6.6806015E-6	
CD2BP2	CD2 cytoplasmic tail binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1656]	-6.6840494E-6	
STK11	serine/threonine kinase 11 [Source:HGNC Symbol;Acc:HGNC:11389]	-6.687625E-6	
RPUSD1	RNA pseudouridine synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]	-6.6894518E-6	
MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:6884]	-6.690399E-6	
CTNNA1P1	catenin alpha 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2513]	-6.69103E-6	
ZNF140	zinc finger protein 140 [Source:HGNC Symbol;Acc:HGNC:12925]	-6.695345E-6	
DIS3	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:20604]	-6.695358E-6	
MT-CO3	mitochondrially encoded cytochrome c oxidase III [Source:HGNC Symbol;Acc:HGNC:7422]	-6.6957787E-6	
PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase [Source:HGNC Symbol;Acc:HGNC:26210]	-6.698405E-6	
SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:HGNC:19382]	-6.7018327E-6	
DDX46	DEAD-box helicase 46 [Source:HGNC Symbol;Acc:HGNC:18681]	-6.7033325E-6	
SART1	spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP [Source:HGNC Symbol;Acc:HGNC:10538]	-6.704977E-6	
AKT3	AKT serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:393]	-6.70501E-6	
MYO10	myosin X [Source:HGNC Symbol;Acc:HGNC:7593]	-6.707466E-6	
PSME2P2	proteasome activator subunit 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:30160]	-6.707708E-6	
MRPL54	mitochondrial ribosomal protein L54 [Source:HGNC Symbol;Acc:HGNC:16685]	-6.710864E-6	
EIF4A1P2	eukaryotic translation initiation factor 4A1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23946]	-6.7113547E-6	
USP5	ubiquitin specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:12628]	-6.7139217E-6	
POP1	POP1 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30129]	-6.7150127E-6	
SUCLA2	succinate-CoA ligase ADP-forming subunit beta [Source:HGNC Symbol;Acc:HGNC:11448]	-6.715947E-6	
LPIN3	lipin 3 [Source:HGNC Symbol;Acc:HGNC:14451]	-6.716067E-6	
LCMT2	leucine carboxyl methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:17558]	-6.71895E-6	
RHOB	ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]	-6.719478E-6	
ZC3H4	zinc finger CCCH-type containing 4 [Source:HGNC Symbol;Acc:HGNC:17808]	-6.720836E-6	
URM1	ubiquitin related modifier 1 [Source:HGNC Symbol;Acc:HGNC:28378]	-6.7235437E-6	
POPDC2	popeye domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17648]	-6.726745E-6	
GJC2	gap junction protein gamma 2 [Source:HGNC Symbol;Acc:HGNC:17494]	-6.7271644E-6	
SAE1	SUMO1 activating enzyme subunit 1 [Source:HGNC Symbol;Acc:HGNC:30660]	-6.7296696E-6	
MT-CO2	mitochondrially encoded cytochrome c oxidase II [Source:HGNC Symbol;Acc:HGNC:7421]	-6.732232E-6	
CIB1	calcium and integrin binding 1 [Source:HGNC Symbol;Acc:HGNC:16920]	-6.7339506E-6	
ERVK3-1	endogenous retrovirus group K3 member 1 [Source:HGNC Symbol;Acc:HGNC:30466]	-6.7417814E-6	
CENPX	centromere protein X [Source:HGNC Symbol;Acc:HGNC:11422]	-6.745267E-6	
ATF5	activating transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:790]	-6.7537276E-6	
SLC4A3	solute carrier family 4 member 3 [Source:HGNC Symbol;Acc:HGNC:11029]	-6.7543388E-6	
ATP6V1E1	ATPase H+ transporting V1 subunit E1 [Source:HGNC Symbol;Acc:HGNC:857]	-6.7570045E-6	
GATA3	GATA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4172]	-6.7655237E-6	
RPL36P14	ribosomal protein L36 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:35734]	-6.770308E-6	
MTLN	mitoregulin [Source:HGNC Symbol;Acc:HGNC:27339]	-6.7747283E-6	
LMTK3	lemur tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:19295]	-6.7794385E-6	
CEP43	centrosomal protein 43 [Source:HGNC Symbol;Acc:HGNC:17012]	-6.779485E-6	
ASH2L	ASH2 like, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:744]	-6.7803107E-6	
RPS9	ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]	-6.781321E-6	
WDR55	WD repeat domain 55 [Source:HGNC Symbol;Acc:HGNC:25971]	-6.7910605E-6	
RGS19	regulator of G protein signaling 19 [Source:HGNC Symbol;Acc:HGNC:13735]	-6.796832E-6	
ATAD1	ATPase family AAA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25903]	-6.7974293E-6	
PIK3R5	phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]	-6.8001114E-6	
BRAP	BRCA1 associated protein [Source:HGNC Symbol;Acc:HGNC:1099]	-6.800249E-6	
SLC52A2	solute carrier family 52 member 2 [Source:HGNC Symbol;Acc:HGNC:30224]	-6.8033046E-6	
DNAJC18	DnaJ heat shock protein family (Hsp40) member C18 [Source:HGNC Symbol;Acc:HGNC:28429]	-6.8061145E-6	
ITGA2	integrin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6137]	-6.807043E-6	
KIAA0930	KIAA0930 [Source:HGNC Symbol;Acc:HGNC:1314]	-6.807454E-6	
C11orf80	chromosome 11 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:26197]	-6.80773E-6	
NIPSNAP1	nipsnap homolog 1 [Source:HGNC Symbol;Acc:HGNC:7827]	-6.8077516E-6	
SYVN1	synoviolin 1 [Source:HGNC Symbol;Acc:HGNC:20738]	-6.8095187E-6	
WDR13	WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]	-6.8187196E-6	
NDN	necdin, MAGE family member [Source:HGNC Symbol;Acc:HGNC:7675]	-6.8217664E-6	
GMIP	GEM interacting protein [Source:HGNC Symbol;Acc:HGNC:24852]	-6.8340355E-6	
RIPK2	receptor interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:10020]	-6.8350596E-6	
MAGEF1	MAGE family member F1 [Source:HGNC Symbol;Acc:HGNC:29639]	-6.8406093E-6	
SSNA1	SS nuclear autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:11321]	-6.841011E-6	
COQ8A	coenzyme Q8A [Source:HGNC Symbol;Acc:HGNC:16812]	-6.8427084E-6	
RPS15	ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:10388]	-6.8443646E-6	
CBFA2T2	CBFA2/RUNX1 partner transcriptional co-repressor 2 [Source:HGNC Symbol;Acc:HGNC:1536]	-6.847232E-6	
CDC123	cell division cycle 123 [Source:HGNC Symbol;Acc:HGNC:16827]	-6.849451E-6	
TNRC6B	trinucleotide repeat containing adaptor 6B [Source:HGNC Symbol;Acc:HGNC:29190]	-6.8537006E-6	
RAB19	RAB19, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:19982]	-6.857401E-6	
RAB11A	RAB11A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9760]	-6.8703143E-6	
GTF3A	general transcription factor IIIA [Source:HGNC Symbol;Acc:HGNC:4662]	-6.8738855E-6	
CRY1	cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384]	-6.874099E-6	
HNRNPA1L2	heterogeneous nuclear ribonucleoprotein A1 like 2 [Source:HGNC Symbol;Acc:HGNC:27067]	-6.8742183E-6	
HNRNPA1L3	heterogeneous nuclear ribonucleoprotein A1 like 3 [Source:HGNC Symbol;Acc:HGNC:48778]	-6.874261E-6	
CYTOR	cytoskeleton regulator RNA [Source:HGNC Symbol;Acc:HGNC:28717]	-6.8753766E-6	
PRRX1	paired related homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9142]	-6.875876E-6	
ATAD3A	ATPase family AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]	-6.883597E-6	
EPC1	enhancer of polycomb homolog 1 [Source:HGNC Symbol;Acc:HGNC:19876]	-6.88403E-6	
GAS8	growth arrest specific 8 [Source:HGNC Symbol;Acc:HGNC:4166]	-6.891764E-6	
NFATC2IP	nuclear factor of activated T cells 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:25906]	-6.892205E-6	
SDR39U1	short chain dehydrogenase/reductase family 39U member 1 [Source:HGNC Symbol;Acc:HGNC:20275]	-6.893391E-6	
EHBP1	EH domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29144]	-6.893913E-6	
IDH3A	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:5384]	-6.896999E-6	
ZNF792	zinc finger protein 792 [Source:HGNC Symbol;Acc:HGNC:24751]	-6.8988197E-6	
HMG20A	high mobility group 20A [Source:HGNC Symbol;Acc:HGNC:5001]	-6.901612E-6	
DERL2	derlin 2 [Source:HGNC Symbol;Acc:HGNC:17943]	-6.9024004E-6	
STAT5B	signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]	-6.9053262E-6	
ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:HGNC:16754]	-6.911334E-6	
PLEKHO1	pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310]	-6.911722E-6	
RTN4	reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085]	-6.9125554E-6	
TBC1D4	TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165]	-6.913113E-6	
RPS15A	ribosomal protein S15a [Source:HGNC Symbol;Acc:HGNC:10389]	-6.91383E-6	
ZDHHC12	zinc finger DHHC-type palmitoyltransferase 12 [Source:HGNC Symbol;Acc:HGNC:19159]	-6.921469E-6	
C1QBP	complement C1q binding protein [Source:HGNC Symbol;Acc:HGNC:1243]	-6.9220923E-6	
YME1L1	YME1 like 1 ATPase [Source:HGNC Symbol;Acc:HGNC:12843]	-6.9237713E-6	
IPPK	inositol-pentakisphosphate 2-kinase [Source:HGNC Symbol;Acc:HGNC:14645]	-6.9244447E-6	
RPL17P7	ribosomal protein L17 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36005]	-6.9248053E-6	
LRRC75A	leucine rich repeat containing 75A [Source:HGNC Symbol;Acc:HGNC:32403]	-6.928109E-6	
MGAT4A	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:HGNC Symbol;Acc:HGNC:7047]	-6.929437E-6	
LMO4	LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]	-6.9318307E-6	
PABPC4	poly(A) binding protein cytoplasmic 4 [Source:HGNC Symbol;Acc:HGNC:8557]	-6.93483E-6	
CHST15	carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]	-6.936764E-6	
ITGB4	integrin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6158]	-6.9407743E-6	
ITGA9	integrin subunit alpha 9 [Source:HGNC Symbol;Acc:HGNC:6145]	-6.942087E-6	
AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:20886]	-6.943332E-6	
STK25	serine/threonine kinase 25 [Source:HGNC Symbol;Acc:HGNC:11404]	-6.9464927E-6	
ZMAT5	zinc finger matrin-type 5 [Source:HGNC Symbol;Acc:HGNC:28046]	-6.9475986E-6	
LIMA1	LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]	-6.953788E-6	
MRPL21	mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:14479]	-6.958494E-6	
APP	amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]	-6.96445E-6	
PINX1	PIN2 (TERF1) interacting telomerase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30046]	-6.965586E-6	
THOC5	THO complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:19074]	-6.9717116E-6	
UBL7	ubiquitin like 7 [Source:HGNC Symbol;Acc:HGNC:28221]	-6.9726057E-6	
RPL31P4	ribosomal protein L31 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:23546]	-6.9876346E-6	
FJX1	four-jointed box kinase 1 [Source:HGNC Symbol;Acc:HGNC:17166]	-6.987814E-6	
AIFM2	apoptosis inducing factor mitochondria associated 2 [Source:HGNC Symbol;Acc:HGNC:21411]	-6.9972793E-6	
CCDC136	coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225]	-7.0028345E-6	
IDH3B	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:5385]	-7.0029582E-6	
RPS19P1	ribosomal protein S19 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16534]	-7.007146E-6	
NECAB3	N-terminal EF-hand calcium binding protein 3 [Source:HGNC Symbol;Acc:HGNC:15851]	-7.0108913E-6	
YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854]	-7.0113447E-6	
DCXR	dicarbonyl and L-xylulose reductase [Source:HGNC Symbol;Acc:HGNC:18985]	-7.0163646E-6	
GLS	glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]	-7.024016E-6	
SYNGR2	synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]	-7.0307115E-6	
TCF25	transcription factor 25 [Source:HGNC Symbol;Acc:HGNC:29181]	-7.0323254E-6	
SORBS1	sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565]	-7.0373235E-6	
PSAP	prosaposin [Source:HGNC Symbol;Acc:HGNC:9498]	-7.038456E-6	
POLR3K	RNA polymerase III subunit K [Source:HGNC Symbol;Acc:HGNC:14121]	-7.0406068E-6	
MEPCE	methylphosphate capping enzyme [Source:HGNC Symbol;Acc:HGNC:20247]	-7.042577E-6	
TBC1D2	TBC1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:18026]	-7.042742E-6	
GTF2H2	general transcription factor IIH subunit 2 [Source:HGNC Symbol;Acc:HGNC:4656]	-7.0462297E-6	
ZFR	zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]	-7.05228E-6	
CDH24	cadherin 24 [Source:HGNC Symbol;Acc:HGNC:14265]	-7.06044E-6	
NT5C	5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:HGNC:17144]	-7.064874E-6	
SFPQ	splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]	-7.06525E-6	
SHQ1	SHQ1, H/ACA ribonucleoprotein assembly factor [Source:HGNC Symbol;Acc:HGNC:25543]	-7.0674346E-6	
CAMSAP3	calmodulin regulated spectrin associated protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29307]	-7.067878E-6	
ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5 [Source:HGNC Symbol;Acc:HGNC:221]	-7.0729243E-6	
UNK	unk zinc finger [Source:HGNC Symbol;Acc:HGNC:29369]	-7.075176E-6	
B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:26315]	-7.077633E-6	
FAM76B	family with sequence similarity 76 member B [Source:HGNC Symbol;Acc:HGNC:28492]	-7.090082E-6	
TSPO	translocator protein [Source:HGNC Symbol;Acc:HGNC:1158]	-7.0967653E-6	
FUS	FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010]	-7.097913E-6	
MCM5	minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]	-7.103276E-6	
EXOC7	exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]	-7.1056215E-6	
PCNT	pericentrin [Source:HGNC Symbol;Acc:HGNC:16068]	-7.1087525E-6	
INCENP	inner centromere protein [Source:HGNC Symbol;Acc:HGNC:6058]	-7.109288E-6	
DEPDC5	DEP domain containing 5, GATOR1 subcomplex subunit [Source:HGNC Symbol;Acc:HGNC:18423]	-7.111396E-6	
NCKAP5L	NCK associated protein 5 like [Source:HGNC Symbol;Acc:HGNC:29321]	-7.1121294E-6	
RPS3	ribosomal protein S3 [Source:HGNC Symbol;Acc:HGNC:10420]	-7.116246E-6	
DUSP8	dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074]	-7.1225622E-6	
CERCAM	cerebral endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:23723]	-7.122696E-6	
CAMSAP1	calmodulin regulated spectrin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19946]	-7.1241307E-6	
MFN1	mitofusin 1 [Source:HGNC Symbol;Acc:HGNC:18262]	-7.132343E-6	
BMP8B	bone morphogenetic protein 8b [Source:HGNC Symbol;Acc:HGNC:1075]	-7.1326563E-6	
H2AZP2	H2A.Z histone pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:32279]	-7.1354743E-6	
PRDM15	PR/SET domain 15 [Source:HGNC Symbol;Acc:HGNC:13999]	-7.1355425E-6	
ZNG1E	Zn regulated GTPase metalloprotein activator 1E [Source:HGNC Symbol;Acc:HGNC:24584]	-7.136358E-6	
PIM3	Pim-3 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:19310]	-7.13663E-6	
GSTM2	glutathione S-transferase mu 2 [Source:HGNC Symbol;Acc:HGNC:4634]	-7.1368727E-6	
SAC3D1	SAC3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30179]	-7.1430663E-6	
DLC1	DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]	-7.149602E-6	
GRAMD1A	GRAM domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29305]	-7.151798E-6	
UQCRB	ubiquinol-cytochrome c reductase binding protein [Source:HGNC Symbol;Acc:HGNC:12582]	-7.1604813E-6	
IPO7	importin 7 [Source:HGNC Symbol;Acc:HGNC:9852]	-7.16542E-6	
NOC2LP2	NOC2 like nucleolar associated transcriptional repressor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:52286]	-7.167816E-6	
KCNH3	potassium voltage-gated channel subfamily H member 3 [Source:HGNC Symbol;Acc:HGNC:6252]	-7.175454E-6	
PPIAP22	peptidylprolyl isomerase A pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:17236]	-7.177843E-6	
SLC25A39	solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279]	-7.180294E-6	
UMPS	uridine monophosphate synthetase [Source:HGNC Symbol;Acc:HGNC:12563]	-7.1811087E-6	
CUL2	cullin 2 [Source:HGNC Symbol;Acc:HGNC:2552]	-7.182105E-6	
NDUFB1	NADH:ubiquinone oxidoreductase subunit B1 [Source:HGNC Symbol;Acc:HGNC:7695]	-7.1825425E-6	
SLC25A19	solute carrier family 25 member 19 [Source:HGNC Symbol;Acc:HGNC:14409]	-7.182809E-6	
CNIH4	cornichon family AMPA receptor auxiliary protein 4 [Source:HGNC Symbol;Acc:HGNC:25013]	-7.184701E-6	
TNFRSF19	TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915]	-7.187111E-6	
RDH14	retinol dehydrogenase 14 [Source:HGNC Symbol;Acc:HGNC:19979]	-7.1897903E-6	
APOL2	apolipoprotein L2 [Source:HGNC Symbol;Acc:HGNC:619]	-7.191568E-6	
TAF6L	TATA-box binding protein associated factor 6 like [Source:HGNC Symbol;Acc:HGNC:17305]	-7.191659E-6	
SLC35G2	solute carrier family 35 member G2 [Source:HGNC Symbol;Acc:HGNC:28480]	-7.193039E-6	
CIAPIN1	cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]	-7.193541E-6	
CRISPLD2	cysteine rich secretory protein LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25248]	-7.194399E-6	
IFI27L2	interferon alpha inducible protein 27 like 2 [Source:HGNC Symbol;Acc:HGNC:19753]	-7.197638E-6	
ABCC10	ATP binding cassette subfamily C member 10 [Source:HGNC Symbol;Acc:HGNC:52]	-7.1984987E-6	
ZBTB46	zinc finger and BTB domain containing 46 [Source:HGNC Symbol;Acc:HGNC:16094]	-7.2013663E-6	
EIF4A1P10	eukaryotic translation initiation factor 4A1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:37930]	-7.202173E-6	
HGS	hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897]	-7.2041776E-6	
PLEKHF1	pleckstrin homology and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20764]	-7.2057237E-6	
SZRD1	SUZ RNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30232]	-7.206712E-6	
MARCHF9	membrane associated ring-CH-type finger 9 [Source:HGNC Symbol;Acc:HGNC:25139]	-7.213112E-6	
TXNDC17	thioredoxin domain containing 17 [Source:HGNC Symbol;Acc:HGNC:28218]	-7.21975E-6	
FTSJ3	FtsJ RNA 2'-O-methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:17136]	-7.2228836E-6	
TSPAN17	tetraspanin 17 [Source:HGNC Symbol;Acc:HGNC:13594]	-7.2443936E-6	
NT5C2	5'-nucleotidase, cytosolic II [Source:HGNC Symbol;Acc:HGNC:8022]	-7.2460025E-6	
FDPSP5	farnesyl diphosphate synthase pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:3636]	-7.250288E-6	
NAA38	N-alpha-acetyltransferase 38, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:28212]	-7.250703E-6	
UBQLN1	ubiquilin 1 [Source:HGNC Symbol;Acc:HGNC:12508]	-7.2521707E-6	
CFAP410	cilia and flagella associated protein 410 [Source:HGNC Symbol;Acc:HGNC:1260]	-7.252465E-6	
